status,duration_sec,is_complete,source_file,respondent_id,region,researcher_id,start_time,end_time,start_date,start_hour
Completed successfully,1773.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,782.0,,marivic adornA,2025-06-14 02:30:00,2025-06-14 02:59:33,2025-06-14,2.0
Completed successfully,1798.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,783.0,,marivic adornA,2025-06-14 05:08:00,2025-06-14 05:37:58,2025-06-14,5.0
Completed successfully,1790.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,784.0,,marivic adornA,2025-06-14 06:56:00,2025-06-14 07:25:50,2025-06-14,6.0
Completed successfully,1828.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,785.0,,marivic adornA,2025-06-14 10:00:00,2025-06-14 10:30:28,2025-06-14,10.0
Completed successfully,2173.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,787.0,,marivic adornA,2025-06-14 23:32:00,2025-06-15 00:08:13,2025-06-14,23.0
Completed successfully,1576.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,788.0,,Marivic Adorna,2025-06-15 01:42:00,2025-06-15 02:08:16,2025-06-15,1.0
Completed successfully,2019.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,789.0,,marivic adornA,2025-06-15 03:39:00,2025-06-15 04:12:39,2025-06-15,3.0
Completed successfully,1552.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,790.0,,marivic adornA,2025-06-15 06:01:00,2025-06-15 06:26:52,2025-06-15,6.0
Completed successfully,1512.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,791.0,,marivic adornA,2025-06-15 07:16:00,2025-06-15 07:41:12,2025-06-15,7.0
Completed successfully,1296.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,792.0,,marivic adornA,2025-06-15 23:45:00,2025-06-16 00:06:36,2025-06-15,23.0
Completed successfully,1573.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,795.0,,marivic adornA,2025-06-16 02:29:00,2025-06-16 02:55:13,2025-06-16,2.0
Completed successfully,1668.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,797.0,,Marivic Adorna,2025-06-16 05:15:00,2025-06-16 05:42:48,2025-06-16,5.0
Completed successfully,1537.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,799.0,,Marivic Adorna,2025-06-16 07:33:00,2025-06-16 07:58:37,2025-06-16,7.0
Completed successfully,1827.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,800.0,,Marivic Adorna,2025-06-16 09:34:00,2025-06-16 10:04:27,2025-06-16,9.0
Completed successfully,1793.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,801.0,,0,2025-06-16 23:10:00,2025-06-16 23:39:53,2025-06-16,23.0
Completed successfully,1365.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,802.0,,0,2025-06-17 01:10:00,2025-06-17 01:32:45,2025-06-17,1.0
Completed successfully,1470.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,803.0,,0,2025-06-17 04:30:00,2025-06-17 04:54:30,2025-06-17,4.0
Completed successfully,1437.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,806.0,,0,2025-06-17 06:14:00,2025-06-17 06:37:57,2025-06-17,6.0
Completed successfully,1833.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,807.0,,0,2025-06-17 23:33:00,2025-06-18 00:03:33,2025-06-17,23.0
Completed successfully,1955.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,808.0,,MARIVIC ADORNA,2025-06-18 02:20:00,2025-06-18 02:52:35,2025-06-18,2.0
Completed successfully,1760.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,809.0,,0,2025-06-18 06:04:00,2025-06-18 06:33:20,2025-06-18,6.0
Completed successfully,1626.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,811.0,,MARIVIC ADORNA,2025-06-18 05:33:00,2025-06-18 06:00:06,2025-06-18,5.0
Completed successfully,2917.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,812.0,,,2025-06-16 08:32:00,2025-06-16 09:20:37,2025-06-16,8.0
Completed successfully,3223.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,813.0,,May Gonzales,2025-06-21 05:33:00,2025-06-21 06:26:43,2025-06-21,5.0
Completed successfully,2407.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,814.0,,May Gonzales,2025-06-21 07:49:00,2025-06-21 08:29:07,2025-06-21,7.0
Completed successfully,236.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,815.0,,FLORY ABERGAS,2025-06-21 03:46:00,2025-06-21 03:49:56,2025-06-21,3.0
Completed successfully,2752.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,816.0,,FLORY ABERGAS,2025-06-21 04:03:00,2025-06-21 04:48:52,2025-06-21,4.0
Completed successfully,2012.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,817.0,,,2025-06-21 05:39:00,2025-06-21 06:12:32,2025-06-21,5.0
Completed successfully,2456.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,819.0,,FLORY ABERGAS,2025-06-21 07:49:00,2025-06-21 08:29:56,2025-06-21,7.0
Completed successfully,3257.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,820.0,,BLANDEL DE CUZMAN,2025-06-21 04:07:00,2025-06-21 05:01:17,2025-06-21,4.0
Completed successfully,3063.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,821.0,,BLANDEL DE CUZMAN,2025-06-21 05:27:00,2025-06-21 06:18:03,2025-06-21,5.0
Completed successfully,19490.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,823.0,,0,2025-06-21 07:30:00,2025-06-21 12:54:50,2025-06-21,7.0
Completed successfully,2394.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,824.0,,0,2025-06-21 02:27:00,2025-06-21 03:06:54,2025-06-21,2.0
Completed successfully,2495.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,825.0,,0,2025-06-21 05:29:00,2025-06-21 06:10:35,2025-06-21,5.0
Completed successfully,2344.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,826.0,,0,2025-06-21 08:27:00,2025-06-21 09:06:04,2025-06-21,8.0
Completed successfully,2761.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,827.0,,0,2025-06-21 04:16:00,2025-06-21 05:02:01,2025-06-21,4.0
Completed successfully,2823.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,828.0,,0,2025-06-21 07:30:00,2025-06-21 08:17:03,2025-06-21,7.0
Completed successfully,2809.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,829.0,,Emily Naquima,2025-06-22 00:48:00,2025-06-22 01:34:49,2025-06-22,0.0
Completed successfully,2569.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,830.0,,Malou Tolentino,2025-06-22 08:31:00,2025-06-22 09:13:49,2025-06-22,8.0
Completed successfully,1993.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,831.0,,FLORY ABERGAS,2025-06-22 02:09:00,2025-06-22 02:42:13,2025-06-22,2.0
Completed successfully,1850.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,832.0,,FLORY ABERGAS,2025-06-22 03:01:00,2025-06-22 03:31:50,2025-06-22,3.0
Completed successfully,2256.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,833.0,,FLORY ABERGAS,2025-06-22 04:01:00,2025-06-22 04:38:36,2025-06-22,4.0
Completed successfully,4071.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,834.0,,FLORY ABERGAS,2025-06-22 05:21:00,2025-06-22 06:28:51,2025-06-22,5.0
Completed successfully,2836.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,835.0,,FLORY ABERGAS,2025-06-22 07:27:00,2025-06-22 08:14:16,2025-06-22,7.0
Completed successfully,2105.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,836.0,,FLORY ABERGAS,2025-06-22 08:35:00,2025-06-22 09:10:05,2025-06-22,8.0
Completed successfully,1933.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,837.0,,FLORY ABERGAS,2025-06-22 09:37:00,2025-06-22 10:09:13,2025-06-22,9.0
Completed successfully,3066.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,838.0,,BLANDEL DE CUZMAN,2025-06-22 01:46:00,2025-06-22 02:37:06,2025-06-22,1.0
Completed successfully,2541.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,839.0,,BLANDEL DE CUZMAN,2025-06-22 04:47:00,2025-06-22 05:29:21,2025-06-22,4.0
Completed successfully,2295.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,840.0,,BLANDEL DE CUZMAN,2025-06-22 05:36:00,2025-06-22 06:14:15,2025-06-22,5.0
Completed successfully,2756.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,841.0,,,2025-06-22 06:35:00,2025-06-22 07:20:56,2025-06-22,6.0
Completed successfully,2443.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,842.0,,BLANDEL DE CUZMAN,2025-06-22 08:10:00,2025-06-22 08:50:43,2025-06-22,8.0
Completed successfully,3220.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,844.0,,,2025-06-22 03:39:00,2025-06-22 04:32:40,2025-06-22,3.0
Completed successfully,2559.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,845.0,,,2025-06-22 07:18:00,2025-06-22 08:00:39,2025-06-22,7.0
Completed successfully,2266.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,847.0,,,2025-06-22 09:08:00,2025-06-22 09:45:46,2025-06-22,9.0
Completed successfully,2839.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,848.0,,0,2025-06-17 00:25:00,2025-06-17 01:12:19,2025-06-17,0.0
Completed successfully,3368.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,849.0,,Marivic Adorna,2025-06-16 00:13:00,2025-06-16 01:09:08,2025-06-16,0.0
Completed successfully,2767.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,850.0,,,2025-06-17 02:42:00,2025-06-17 03:28:07,2025-06-17,2.0
Completed successfully,2529.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,851.0,,0,2025-06-22 02:49:00,2025-06-22 03:31:09,2025-06-22,2.0
Completed successfully,2541.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,853.0,,,2025-06-22 07:00:00,2025-06-22 07:42:21,2025-06-22,7.0
Completed successfully,2005.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,854.0,,,2025-06-22 02:06:00,2025-06-22 02:39:25,2025-06-22,2.0
Completed successfully,2608.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,855.0,,,2025-06-22 07:40:00,2025-06-22 08:23:28,2025-06-22,7.0
Completed successfully,3066.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,856.0,,,2025-06-22 09:08:00,2025-06-22 09:59:06,2025-06-22,9.0
Completed successfully,3166.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,857.0,,May Gonzales,2025-06-22 01:50:00,2025-06-22 02:42:46,2025-06-22,1.0
Completed successfully,1807.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,858.0,,May Gonzales,2025-06-22 03:32:00,2025-06-22 04:02:07,2025-06-22,3.0
Completed successfully,2221.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,859.0,,May Gonzales,2025-06-22 04:20:00,2025-06-22 04:57:01,2025-06-22,4.0
Completed successfully,3118.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,860.0,,May Gonzales,2025-06-22 06:14:00,2025-06-22 07:05:58,2025-06-22,6.0
Completed successfully,3748.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,861.0,,Rosanna Tamo,2025-06-22 07:31:00,2025-06-22 08:33:28,2025-06-22,7.0
Completed successfully,1699.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,863.0,,Shirly De Silva,2025-06-23 02:10:00,2025-06-23 02:38:19,2025-06-23,2.0
Completed successfully,2549.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,864.0,,BLANDEL DE CUZMAN,2025-06-23 01:43:00,2025-06-23 02:25:29,2025-06-23,1.0
Completed successfully,2395.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,865.0,,BLANDEL DE CUZMAN,2025-06-23 02:31:00,2025-06-23 03:10:55,2025-06-23,2.0
Completed successfully,2628.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,866.0,,BLANDEL DE CUZMAN,2025-06-23 03:26:00,2025-06-23 04:09:48,2025-06-23,3.0
Completed successfully,1866.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,867.0,,Roselyn Lagman,2025-06-23 03:52:00,2025-06-23 04:23:06,2025-06-23,3.0
Completed successfully,2788.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,868.0,,0,2025-06-17 06:02:00,2025-06-17 06:48:28,2025-06-17,6.0
Completed successfully,2534.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,869.0,,,2025-06-18 04:23:00,2025-06-18 05:05:14,2025-06-18,4.0
Completed successfully,2763.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,870.0,,Janeth Macairan,2025-06-17 08:13:00,2025-06-17 08:59:03,2025-06-17,8.0
Completed successfully,2236.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,871.0,,FLORY ABERGAS,2025-06-23 02:52:00,2025-06-23 03:29:16,2025-06-23,2.0
Completed successfully,1867.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,872.0,,FLORY ABERGAS,2025-06-23 03:37:00,2025-06-23 04:08:07,2025-06-23,3.0
Completed successfully,2786.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,873.0,,FLORY ABERGAS,2025-06-23 05:04:00,2025-06-23 05:50:26,2025-06-23,5.0
Completed successfully,2394.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,874.0,,FLORY ABERGAS,2025-06-23 06:15:00,2025-06-23 06:54:54,2025-06-23,6.0
Completed successfully,2584.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,875.0,,FLORY ABERGAS,2025-06-23 07:17:00,2025-06-23 08:00:04,2025-06-23,7.0
Completed successfully,2746.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,876.0,,Shirly De Silva,2025-06-23 02:31:00,2025-06-23 03:16:46,2025-06-23,2.0
Completed successfully,2953.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,877.0,,0,2025-06-23 06:57:00,2025-06-23 07:46:13,2025-06-23,6.0
Completed successfully,2175.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,878.0,,BLANDEL DE CUZMAN,2025-06-23 05:02:00,2025-06-23 05:38:15,2025-06-23,5.0
Completed successfully,2619.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,879.0,,0,2025-06-23 06:37:00,2025-06-23 07:20:39,2025-06-23,6.0
Completed successfully,3380.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,880.0,,May Gonzales,2025-06-23 01:58:00,2025-06-23 02:54:20,2025-06-23,1.0
Completed successfully,2617.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,881.0,,May Gonzales,2025-06-23 03:22:00,2025-06-23 04:05:37,2025-06-23,3.0
Completed successfully,2408.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,882.0,,May Gonzales,2025-06-23 04:47:00,2025-06-23 05:27:08,2025-06-23,4.0
Completed successfully,2661.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,883.0,,May Gonzales,2025-06-23 06:07:00,2025-06-23 06:51:21,2025-06-23,6.0
Completed successfully,2552.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,884.0,,BLANDEL DE CUZMAN,2025-06-24 01:28:00,2025-06-24 02:10:32,2025-06-24,1.0
Completed successfully,2463.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,885.0,,BLANDEL DE CUZMAN,2025-06-24 02:24:00,2025-06-24 03:05:03,2025-06-24,2.0
Completed successfully,2540.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,887.0,,BLANDEL DE CUZMAN,2025-06-24 03:33:00,2025-06-24 04:15:20,2025-06-24,3.0
Completed successfully,2449.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,888.0,,Maricel Gumboc,2025-06-21 09:38:00,2025-06-21 10:18:49,2025-06-21,9.0
Completed successfully,2309.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,890.0,,SHAMEN ALVAREZ,2025-06-23 04:23:00,2025-06-23 05:01:29,2025-06-23,4.0
Completed successfully,1958.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,892.0,,SHAMEN ALVAREZ,2025-06-23 05:14:00,2025-06-23 05:46:38,2025-06-23,5.0
Completed successfully,2067.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,893.0,,SHAMEN ALVAREZ,2025-06-23 07:06:00,2025-06-23 07:40:27,2025-06-23,7.0
Completed successfully,2151.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,894.0,,SHAMEN ALVAREZ,2025-06-23 07:57:00,2025-06-23 08:32:51,2025-06-23,7.0
Completed successfully,2341.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,896.0,,SHAMEN ALVAREZ,2025-06-23 09:51:00,2025-06-23 10:30:01,2025-06-23,9.0
Completed successfully,2100.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,897.0,,SHAMEN ALVAREZ,2025-06-24 09:47:00,2025-06-24 10:22:00,2025-06-24,9.0
Completed successfully,2426.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,898.0,,FLORY ABERGAS,2025-06-24 01:33:00,2025-06-24 02:13:26,2025-06-24,1.0
Completed successfully,2205.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,899.0,,FLORY ABERGAS,2025-06-24 02:48:00,2025-06-24 03:24:45,2025-06-24,2.0
Completed successfully,2291.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,900.0,,FLORY ABERGAS,2025-06-24 04:32:00,2025-06-24 05:10:11,2025-06-24,4.0
Completed successfully,2201.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,901.0,,FLORY ABERGAS,2025-06-24 07:39:00,2025-06-24 08:15:41,2025-06-24,7.0
Completed successfully,2044.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,902.0,,FLORY ABERGAS,2025-06-24 08:28:00,2025-06-24 09:02:04,2025-06-24,8.0
Completed successfully,2059.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,903.0,,FLORY ABERGAS,2025-06-24 09:58:00,2025-06-24 10:32:19,2025-06-24,9.0
Completed successfully,2599.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,904.0,,Maricel Gumboc,2025-06-22 03:24:00,2025-06-22 04:07:19,2025-06-22,3.0
Completed successfully,2304.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,905.0,,May Gonzales,2025-06-24 01:44:00,2025-06-24 02:22:24,2025-06-24,1.0
Completed successfully,2763.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,906.0,,May Gonzales,2025-06-24 02:51:00,2025-06-24 03:37:03,2025-06-24,2.0
Completed successfully,119.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,907.0,,,2025-06-24 04:13:00,2025-06-24 04:14:59,2025-06-24,4.0
Completed successfully,2177.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,908.0,,May Gonzales,2025-06-24 04:16:00,2025-06-24 04:52:17,2025-06-24,4.0
Completed successfully,2617.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,909.0,,May Gonzales,2025-06-24 05:04:00,2025-06-24 05:47:37,2025-06-24,5.0
Completed successfully,1939.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,910.0,,,2025-06-24 05:57:00,2025-06-24 06:29:19,2025-06-24,5.0
Completed successfully,2417.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,911.0,,May Gonzales,2025-06-24 07:51:00,2025-06-24 08:31:17,2025-06-24,7.0
Completed successfully,2780.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,913.0,,Mayet Velasquez,2025-06-24 04:57:00,2025-06-24 05:43:20,2025-06-24,4.0
Completed successfully,2179.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,914.0,,Rosanna Tamo,2025-06-24 06:00:00,2025-06-24 06:36:19,2025-06-24,6.0
Completed successfully,2223.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,915.0,,Mayet Velasquez,2025-06-24 07:10:00,2025-06-24 07:47:03,2025-06-24,7.0
Completed successfully,3227.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,918.0,,Rosanna Tamo,2025-06-24 09:11:00,2025-06-24 10:04:47,2025-06-24,9.0
Completed successfully,2545.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,919.0,,Mayet Velasquez,2025-06-24 10:19:00,2025-06-24 11:01:25,2025-06-24,10.0
Completed successfully,2164.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,920.0,,,2025-06-24 01:08:00,2025-06-24 01:44:04,2025-06-24,1.0
Completed successfully,2257.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,921.0,,Shirly De Silva,2025-06-24 08:12:00,2025-06-24 08:49:37,2025-06-24,8.0
Completed successfully,3500.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,922.0,,0,2025-06-18 00:57:00,2025-06-18 01:55:20,2025-06-18,0.0
Completed successfully,4847.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,923.0,,0,2025-06-24 02:38:00,2025-06-24 03:58:47,2025-06-24,2.0
Completed successfully,315.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,924.0,,,2025-06-24 04:53:00,2025-06-24 04:58:15,2025-06-24,4.0
Completed successfully,287.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,925.0,,,2025-06-24 04:59:00,2025-06-24 05:03:47,2025-06-24,4.0
Completed successfully,2231.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,926.0,,0,2025-06-24 05:06:00,2025-06-24 05:43:11,2025-06-24,5.0
Completed successfully,2244.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,927.0,,0,2025-06-24 06:28:00,2025-06-24 07:05:24,2025-06-24,6.0
Completed successfully,2539.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,928.0,,0,2025-06-24 07:28:00,2025-06-24 08:10:19,2025-06-24,7.0
Completed successfully,2122.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,929.0,,MARILYN COQUIA,2025-06-25 00:08:00,2025-06-25 00:43:22,2025-06-25,0.0
Completed successfully,2191.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,930.0,,,2025-06-24 01:26:00,2025-06-24 02:02:31,2025-06-24,1.0
Completed successfully,2087.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,931.0,,FLORY ABERGAS,2025-06-25 02:38:00,2025-06-25 03:12:47,2025-06-25,2.0
Completed successfully,2374.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,932.0,,BLANDEL DE CUZMAN,2025-06-25 02:22:00,2025-06-25 03:01:34,2025-06-25,2.0
Completed successfully,1824.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,933.0,,Geraldine R Candia,2025-06-25 01:01:00,2025-06-25 01:31:24,2025-06-25,1.0
Completed successfully,1691.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,934.0,,Geraldine R Candia,2025-06-25 02:14:00,2025-06-25 02:42:11,2025-06-25,2.0
Completed successfully,2396.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,935.0,,FLORY ABERGAS,2025-06-25 04:41:00,2025-06-25 05:20:56,2025-06-25,4.0
Completed successfully,2874.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,936.0,,May Gonzales,2025-06-25 05:09:00,2025-06-25 05:56:54,2025-06-25,5.0
Completed successfully,2286.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,938.0,,BLANDEL DE CUZMAN,2025-06-25 05:02:00,2025-06-25 05:40:06,2025-06-25,5.0
Completed successfully,3008.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,939.0,,Rosanna Tamo,2025-06-24 17:25:00,2025-06-24 18:15:08,2025-06-24,17.0
Completed successfully,2211.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,940.0,,May Gonzales,2025-06-25 06:25:00,2025-06-25 07:01:51,2025-06-25,6.0
Completed successfully,2434.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,942.0,,BLANDEL DE CUZMAN,2025-06-25 07:51:00,2025-06-25 08:31:34,2025-06-25,7.0
Completed successfully,2819.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,943.0,,Maricel Gumboc,2025-06-22 08:12:00,2025-06-22 08:58:59,2025-06-22,8.0
Completed successfully,2635.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,944.0,,Marivic Adorna,2025-06-24 09:06:00,2025-06-24 09:49:55,2025-06-24,9.0
Completed successfully,2219.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,945.0,,GERALDINE R CANDIA,2025-06-25 06:35:00,2025-06-25 07:11:59,2025-06-25,6.0
Completed successfully,1848.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,946.0,,,2025-06-25 07:33:00,2025-06-25 08:03:48,2025-06-25,7.0
Completed successfully,2613.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,947.0,,Geraldine R Candia,2025-06-24 19:21:00,2025-06-24 20:04:33,2025-06-24,19.0
Completed successfully,2084.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,948.0,,,2025-06-21 00:05:00,2025-06-21 00:39:44,2025-06-21,0.0
Completed successfully,2834.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,950.0,,Janeth Macairan,2025-06-26 09:04:00,2025-06-26 09:51:14,2025-06-26,9.0
Completed successfully,1902.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,951.0,,Melanie Vallar,2025-06-26 07:57:00,2025-06-26 08:28:42,2025-06-26,7.0
Completed successfully,2202.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,952.0,,SHAMEN ALVAREZ,2025-06-26 03:18:00,2025-06-26 03:54:42,2025-06-26,3.0
Completed successfully,1987.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,953.0,,,2025-06-26 04:56:00,2025-06-26 05:29:07,2025-06-26,4.0
Completed successfully,2301.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,954.0,,,2025-06-26 06:14:00,2025-06-26 06:52:21,2025-06-26,6.0
Completed successfully,2055.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,955.0,,,2025-06-26 08:09:00,2025-06-26 08:43:15,2025-06-26,8.0
Completed successfully,2174.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,956.0,,,2025-06-20 01:04:00,2025-06-20 01:40:14,2025-06-20,1.0
Completed successfully,2027.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,959.0,,,2025-06-22 00:13:00,2025-06-22 00:46:47,2025-06-22,0.0
Completed successfully,1764.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,960.0,,,2025-06-22 00:59:00,2025-06-22 01:28:24,2025-06-22,0.0
Completed successfully,1528.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,961.0,,,2025-06-23 23:56:00,2025-06-24 00:21:28,2025-06-23,23.0
Completed successfully,3213.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,962.0,,,2025-06-13 00:37:00,2025-06-13 01:30:33,2025-06-13,0.0
Completed successfully,3570.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,963.0,,,2025-06-13 05:42:00,2025-06-13 06:41:30,2025-06-13,5.0
Completed successfully,4047.0,1,TAYLOR_FW_20250704 Final List (1).xlsx,965.0,,,2025-06-13 07:17:00,2025-06-13 08:24:27,2025-06-13,7.0
